Customer_ID,Age,Gender,Region,Policy_Type,Policy_Duration_Years,Annual_Premium,Vehicle_Age,Incident_Type,Claim_Amount,Number_of_Previous_Claims,Claim_Approved
CUST01269,60,Female,South,Premium,14,46412,3,Theft,45638,1,1
CUST01270,29,Female,North,Premium,4,6611,14,Accident,27943,1,1
CUST01271,61,Female,South,Gold,9,36657,4,Theft,71369,0,1
CUST01272,53,Male,South,Basic,4,23462,10,Accident,4340,0,1
CUST01273,65,Male,West,Basic,13,15773,2,Theft,44532,2,0
CUST01274,21,Male,South,Basic,12,28763,4,Natural Disaster,78848,0,1
CUST01275,22,Female,South,Premium,5,43547,7,Natural Disaster,67175,0,1
CUST01276,54,Female,West,Premium,8,47218,2,Theft,59918,0,1
CUST01277,25,Female,West,Gold,2,34063,14,Fire,45188,2,1
CUST01278,59,Male,North,Premium,12,44918,13,Theft,16211,1,1
CUST01279,66,Female,East,Premium,11,21737,12,Accident,14496,2,1
CUST01280,45,Male,South,Premium,14,18861,4,Theft,58248,0,1
CUST01281,48,Female,West,Basic,3,47523,9,Theft,42145,4,1
CUST01282,26,Male,North,Basic,6,35284,0,Accident,30672,0,1
CUST01283,68,Male,East,Gold,12,27428,1,Natural Disaster,75255,2,1
CUST01284,46,Male,West,Basic,7,5711,2,Accident,37027,2,1
CUST01285,31,Female,East,Basic,4,18706,0,Theft,37251,3,1
CUST01286,57,Male,East,Premium,14,33078,12,Accident,20403,4,1
CUST01287,58,Female,South,Basic,1,15924,10,Theft,26150,2,1
CUST01288,39,Female,South,Gold,7,20921,11,Natural Disaster,76762,1,1
CUST01289,28,Female,West,Basic,12,30432,10,Theft,47940,0,1
CUST01290,40,Female,East,Basic,9,22813,8,Theft,51476,1,0
CUST01291,18,Female,West,Basic,1,44212,8,Natural Disaster,35202,2,0
CUST01292,63,Male,West,Premium,14,48452,4,Accident,9729,2,1
CUST01293,54,Female,East,Basic,1,8420,13,Fire,24938,1,1
CUST01294,38,Female,West,Premium,1,7068,3,Fire,76302,1,1
CUST01295,43,Female,East,Gold,10,44927,4,Theft,74920,3,1
CUST01296,63,Female,East,Gold,7,9806,3,Theft,26762,0,1
CUST01297,53,Female,East,Basic,11,44612,11,Natural Disaster,29724,1,1
CUST01298,40,Male,East,Basic,9,35539,4,Accident,21653,0,1
CUST01299,18,Male,North,Premium,3,16683,6,Fire,14507,4,0
CUST01300,68,Female,East,Gold,8,24615,10,Fire,73914,2,1
CUST01301,57,Male,South,Gold,9,40674,7,Natural Disaster,43773,1,0
CUST01302,32,Male,South,Basic,3,25575,1,Natural Disaster,36205,4,0
CUST01303,38,Female,South,Premium,12,24807,3,Fire,12571,2,0
CUST01304,64,Male,East,Basic,12,25441,7,Accident,38320,3,0
CUST01305,26,Female,South,Basic,3,26578,6,Accident,49853,2,1
CUST01306,26,Male,North,Basic,1,16117,8,Accident,31190,1,1
CUST01307,27,Male,West,Basic,2,8665,4,Theft,37522,4,1
CUST01308,69,Male,East,Basic,7,49390,5,Accident,72801,4,1
CUST01309,43,Female,South,Basic,3,14348,14,Theft,45489,4,1
CUST01310,58,Male,North,Premium,7,33783,10,Theft,73277,2,0
CUST01311,52,Male,West,Basic,5,12882,7,Natural Disaster,2837,0,1
CUST01312,69,Female,North,Premium,10,10289,14,Theft,54763,0,1
CUST01313,42,Female,South,Basic,8,18910,11,Theft,57964,2,0
CUST01314,43,Male,North,Basic,5,45566,13,Natural Disaster,57398,1,1
CUST01315,28,Female,West,Basic,3,36983,14,Accident,54198,2,1
CUST01316,55,Male,South,Basic,9,41176,10,Accident,36143,0,1
CUST01317,19,Male,West,Premium,7,22545,14,Fire,50427,2,0
CUST01318,24,Female,North,Basic,5,35289,4,Fire,7859,4,1
CUST01319,35,Female,East,Premium,7,9090,13,Theft,46507,1,0
CUST01320,44,Female,East,Basic,11,48801,8,Fire,35356,1,1
CUST01321,51,Male,East,Premium,10,20362,3,Natural Disaster,63570,3,0
CUST01322,44,Female,East,Premium,9,27074,7,Fire,13854,2,1
CUST01323,34,Male,West,Basic,5,35835,11,Fire,34013,4,0
CUST01324,60,Female,East,Basic,7,18783,13,Theft,32654,2,0
CUST01325,61,Male,West,Basic,11,49162,2,Natural Disaster,24054,3,0
CUST01326,68,Female,South,Premium,9,40749,4,Fire,74728,3,1
CUST01327,41,Male,East,Basic,1,45833,14,Accident,61254,2,1
CUST01328,42,Female,West,Premium,4,8554,7,Natural Disaster,68720,2,1
CUST01329,24,Male,East,Premium,1,23773,14,Natural Disaster,46206,2,0
CUST01330,69,Female,East,Gold,8,13158,9,Theft,37019,0,1
CUST01331,23,Female,East,Premium,3,6014,11,Natural Disaster,17281,3,0
CUST01332,41,Male,West,Premium,2,35331,6,Natural Disaster,6863,1,0
CUST01333,50,Female,North,Basic,14,47986,0,Natural Disaster,53203,0,1
CUST01334,66,Male,East,Gold,4,41481,11,Natural Disaster,76238,4,1
CUST01335,46,Male,East,Premium,11,12585,3,Natural Disaster,37539,1,1
CUST01336,60,Female,South,Basic,3,9122,1,Natural Disaster,43088,1,1
CUST01337,39,Male,North,Gold,11,47660,1,Natural Disaster,63438,1,1
CUST01338,43,Female,West,Basic,5,21838,12,Accident,17077,3,1
CUST01339,45,Female,South,Gold,13,22301,14,Natural Disaster,26273,4,0
CUST01340,67,Male,East,Gold,8,28107,6,Theft,32052,0,1
CUST01341,38,Female,South,Basic,10,27625,11,Accident,68955,4,1
CUST01342,66,Male,South,Premium,8,42142,11,Natural Disaster,14518,0,1
CUST01343,24,Male,East,Basic,11,5489,2,Fire,8396,3,0
CUST01344,34,Female,North,Basic,7,5984,2,Theft,41077,4,0
CUST01345,37,Female,North,Basic,8,22344,14,Accident,12981,1,1
CUST01346,58,Male,South,Premium,13,39550,5,Theft,69292,4,0
CUST01347,66,Male,East,Basic,13,19959,5,Accident,65842,3,0
CUST01348,37,Female,West,Basic,5,43751,0,Fire,6023,3,0
CUST01349,39,Female,South,Premium,10,6869,14,Theft,22219,3,0
CUST01350,45,Female,West,Basic,10,49264,14,Theft,18094,0,1
CUST01351,57,Female,South,Basic,11,35268,14,Accident,38853,4,0
CUST01352,66,Male,South,Basic,12,24028,0,Accident,6646,1,1
CUST01353,24,Female,East,Basic,11,44606,10,Fire,55045,1,1
CUST01354,18,Male,East,Basic,13,18550,5,Natural Disaster,47925,2,0
CUST01355,49,Male,West,Basic,6,10702,6,Accident,44927,3,1
CUST01356,30,Female,West,Gold,8,18027,8,Accident,12991,1,1
CUST01357,47,Male,North,Premium,13,49628,3,Accident,19978,3,1
CUST01358,40,Female,East,Basic,1,37743,13,Fire,36723,1,1
CUST01359,68,Male,South,Basic,6,29459,9,Natural Disaster,25787,4,1
CUST01360,36,Female,South,Basic,6,27286,5,Natural Disaster,50092,2,0
CUST01361,49,Male,North,Premium,11,11032,11,Fire,45791,3,0
CUST01362,47,Male,East,Basic,13,6825,2,Natural Disaster,76171,0,1
CUST01363,46,Female,South,Basic,5,16554,12,Theft,15932,0,0
CUST01364,66,Female,North,Gold,4,17470,12,Fire,37911,1,1
CUST01365,62,Male,North,Basic,1,8770,10,Accident,10946,4,1
CUST01366,46,Male,South,Basic,11,32268,3,Natural Disaster,15387,3,0
CUST01367,47,Female,South,Gold,10,5029,8,Theft,70141,2,0
CUST01368,33,Male,West,Premium,11,35083,13,Fire,50573,4,1
CUST01369,57,Female,East,Basic,8,13958,13,Fire,42405,1,1
CUST01370,36,Male,West,Premium,6,13806,0,Accident,10152,4,1
CUST01371,35,Female,North,Basic,3,37162,4,Accident,36415,2,0
CUST01372,18,Male,South,Premium,12,14196,14,Fire,32848,4,1
CUST01373,31,Female,West,Basic,3,39889,14,Theft,44394,3,1
CUST01374,68,Female,North,Gold,12,32702,10,Accident,70265,1,0
CUST01375,64,Male,East,Gold,6,40777,6,Fire,32455,2,1
CUST01376,67,Female,South,Gold,12,12739,2,Fire,67560,1,0
CUST01377,19,Male,West,Gold,7,29599,14,Accident,17921,3,0
CUST01378,45,Female,East,Premium,8,41827,1,Natural Disaster,33179,2,1
CUST01379,66,Female,West,Basic,5,16285,12,Theft,53235,2,0
CUST01380,67,Female,North,Basic,10,36147,10,Natural Disaster,33037,1,1
CUST01381,47,Male,East,Premium,6,34727,1,Natural Disaster,34275,4,0
CUST01382,55,Female,West,Gold,12,7910,0,Theft,37692,4,1
CUST01383,68,Male,East,Basic,1,19674,4,Theft,9872,0,0
CUST01384,21,Female,North,Gold,6,23354,12,Accident,52764,0,1
CUST01385,18,Male,East,Gold,9,35676,2,Accident,53299,2,1
CUST01386,25,Male,West,Gold,10,31114,10,Accident,35961,1,1
CUST01387,46,Male,North,Gold,4,28039,11,Theft,25466,2,0
CUST01388,56,Female,South,Basic,14,49929,6,Natural Disaster,16762,1,1
CUST01389,20,Male,West,Basic,14,36831,0,Theft,19930,3,1
CUST01390,49,Female,West,Basic,10,48884,8,Accident,55213,0,1
CUST01391,27,Male,North,Basic,13,30146,13,Natural Disaster,71191,2,1
CUST01392,27,Male,North,Premium,1,22626,1,Accident,51374,3,1
CUST01393,36,Male,South,Gold,14,22096,7,Natural Disaster,57902,4,1
CUST01394,63,Male,West,Gold,11,36308,9,Accident,71555,0,1
CUST01395,51,Female,North,Premium,9,18054,3,Theft,55875,1,1
CUST01396,50,Male,South,Basic,4,19070,5,Fire,40314,4,0
CUST01397,40,Male,South,Basic,2,47253,8,Fire,53175,4,0
CUST01398,45,Female,North,Basic,1,31250,6,Natural Disaster,49978,3,0
CUST01399,49,Male,West,Basic,3,19413,14,Theft,59415,2,1
CUST01400,67,Male,East,Premium,7,16855,7,Accident,47255,2,0
CUST01401,24,Male,East,Basic,11,43921,14,Natural Disaster,50662,3,0
CUST01402,46,Male,South,Basic,10,10587,6,Natural Disaster,79178,4,0
CUST01403,25,Female,East,Basic,2,13827,1,Accident,50496,0,1
CUST01404,18,Female,East,Premium,9,30785,8,Accident,48791,4,1
CUST01405,20,Male,North,Basic,12,36864,14,Accident,58235,3,1
CUST01406,41,Female,South,Basic,13,36311,0,Theft,40140,4,0
CUST01407,40,Female,West,Basic,11,11861,13,Fire,33076,4,1
CUST01408,25,Male,South,Gold,2,15804,1,Natural Disaster,45782,4,0
CUST01409,64,Female,North,Basic,5,18979,2,Natural Disaster,52632,4,0
CUST01410,54,Male,East,Premium,8,6297,2,Fire,23203,0,1
CUST01411,20,Female,West,Premium,13,5357,13,Natural Disaster,46642,1,1
CUST01412,68,Female,South,Premium,13,21624,9,Theft,10486,1,1
CUST01413,50,Female,East,Gold,12,15796,3,Accident,61595,2,1
CUST01414,45,Male,South,Basic,10,28238,4,Fire,33158,1,1
CUST01415,64,Female,West,Basic,8,33640,5,Theft,15681,1,1
CUST01416,25,Male,South,Basic,3,45883,0,Accident,55790,1,1
CUST01417,51,Male,South,Premium,2,36857,13,Fire,56052,4,1
CUST01418,52,Female,South,Basic,9,24942,12,Theft,78237,4,1
CUST01419,49,Male,East,Basic,3,8860,7,Fire,16372,0,0
CUST01420,41,Female,West,Premium,8,9447,5,Fire,27611,4,0
CUST01421,31,Male,West,Premium,2,25523,9,Theft,6523,4,1
CUST01422,49,Male,East,Basic,3,39735,8,Natural Disaster,46793,1,1
CUST01423,63,Female,East,Premium,1,44347,4,Theft,21233,0,1
CUST01424,60,Female,East,Premium,14,9849,6,Fire,25955,0,1
CUST01425,33,Female,North,Basic,11,29718,10,Fire,70299,1,0
CUST01426,21,Female,South,Basic,6,44935,3,Theft,48524,1,1
CUST01427,69,Male,South,Premium,13,27326,5,Accident,43621,0,1
CUST01428,54,Male,West,Premium,7,12466,5,Accident,69001,3,0
CUST01429,38,Male,South,Basic,4,27789,12,Accident,70987,1,0
CUST01430,31,Female,North,Basic,1,32135,3,Accident,1015,1,0
CUST01431,48,Male,East,Premium,3,35262,5,Theft,5410,0,1
CUST01432,65,Female,West,Gold,9,29435,7,Natural Disaster,19964,3,0
CUST01433,35,Male,West,Premium,5,39787,10,Accident,71671,3,1
CUST01434,24,Female,South,Basic,6,43942,4,Fire,74484,2,0
CUST01435,27,Male,West,Basic,4,20689,1,Accident,71325,3,0
CUST01436,24,Male,East,Gold,1,44860,8,Natural Disaster,9602,1,0
CUST01437,50,Female,West,Basic,14,48273,10,Theft,8232,4,0
CUST01438,40,Male,East,Gold,5,7355,3,Natural Disaster,58245,0,1
CUST01439,38,Female,North,Gold,5,36928,3,Natural Disaster,48950,1,1
CUST01440,36,Male,North,Basic,5,5333,10,Natural Disaster,71371,0,0
CUST01441,65,Male,East,Gold,6,40330,6,Accident,29381,3,0
CUST01442,36,Female,South,Basic,11,19776,9,Accident,77305,0,0
CUST01443,53,Female,West,Gold,2,32014,13,Natural Disaster,57025,1,1
CUST01444,46,Male,South,Basic,1,39563,9,Theft,54706,4,1
CUST01445,35,Male,West,Basic,2,20270,5,Accident,1819,1,1
CUST01446,19,Male,North,Premium,13,36279,13,Theft,36383,2,0
CUST01447,18,Male,North,Premium,10,38021,3,Accident,79684,0,1
CUST01448,64,Male,North,Basic,6,8657,5,Theft,72605,1,0
CUST01449,22,Male,West,Premium,5,28886,2,Accident,6640,3,0
CUST01450,37,Female,North,Basic,5,47383,6,Natural Disaster,60888,3,1
CUST01451,28,Female,North,Basic,12,8237,5,Fire,63244,1,0
CUST01452,59,Female,North,Basic,12,41099,2,Fire,74237,2,0
CUST01453,19,Male,North,Basic,6,6027,0,Theft,69575,0,1
CUST01454,20,Male,South,Basic,14,19199,11,Theft,55087,2,1
CUST01455,40,Male,North,Basic,10,49954,9,Natural Disaster,32915,4,0
CUST01456,29,Female,North,Basic,7,18781,4,Natural Disaster,44642,1,1
CUST01457,37,Female,South,Basic,9,20120,9,Theft,57611,2,0
CUST01458,22,Male,South,Basic,7,29289,1,Fire,47889,4,0
CUST01459,54,Male,West,Gold,2,10983,6,Natural Disaster,42215,2,1
CUST01460,55,Female,East,Basic,6,6093,12,Theft,3487,4,1
CUST01461,47,Female,North,Gold,9,9789,6,Natural Disaster,62045,3,1
CUST01462,26,Female,North,Premium,7,7912,3,Natural Disaster,75035,3,1
CUST01463,51,Male,North,Premium,2,26873,5,Accident,72667,1,1
CUST01464,61,Male,West,Premium,3,19332,0,Natural Disaster,60040,2,0
CUST01465,52,Male,North,Gold,8,21564,1,Theft,62295,3,1
CUST01466,69,Female,East,Basic,11,17259,14,Natural Disaster,1825,0,0
CUST01467,39,Female,South,Premium,9,47180,5,Theft,2191,3,1
CUST01468,61,Male,West,Premium,4,25526,1,Accident,44094,3,0
CUST01469,41,Male,South,Premium,9,26113,11,Accident,64490,2,1
CUST01470,34,Female,North,Gold,2,21006,11,Fire,55799,4,1
CUST01471,27,Male,North,Basic,13,26643,10,Accident,40553,0,0
CUST01472,47,Female,North,Premium,11,29413,3,Accident,7813,0,1
CUST01473,63,Female,East,Premium,5,47523,3,Theft,27350,4,1
CUST01474,40,Male,East,Basic,11,35122,9,Fire,29992,2,1
CUST01475,49,Female,West,Basic,2,9684,8,Accident,34975,3,1
CUST01476,34,Male,South,Premium,11,12854,14,Natural Disaster,25992,4,1
CUST01477,67,Female,North,Gold,1,27357,9,Fire,44736,0,1
CUST01478,68,Female,North,Basic,13,44185,6,Accident,2237,0,1
CUST01479,34,Male,North,Gold,14,22946,13,Fire,5943,3,0
CUST01480,31,Female,North,Basic,5,18127,6,Accident,54917,3,0
CUST01481,26,Male,East,Basic,2,48466,11,Theft,22220,1,1
CUST01482,57,Male,South,Basic,14,34404,10,Fire,48798,4,0
CUST01483,19,Female,South,Basic,13,27888,0,Fire,29694,3,1
CUST01484,62,Male,West,Basic,7,22401,10,Accident,29250,1,1
CUST01485,42,Male,East,Basic,8,20428,4,Fire,34227,2,0
CUST01486,56,Male,North,Premium,2,41422,2,Accident,79305,0,1
CUST01487,26,Male,South,Premium,7,46717,2,Natural Disaster,54920,4,1
CUST01488,39,Male,South,Basic,4,16971,5,Fire,11447,2,1
CUST01489,60,Male,East,Basic,1,27482,3,Fire,75045,4,1
CUST01490,63,Female,West,Basic,11,24968,7,Theft,23865,4,1
CUST01491,21,Male,West,Premium,3,21565,13,Theft,56450,3,0
CUST01492,43,Female,North,Basic,11,11829,3,Fire,17134,1,1
CUST01493,46,Female,West,Basic,12,15487,7,Theft,53378,4,1
CUST01494,62,Male,South,Gold,1,40435,13,Fire,17201,2,1
CUST01495,51,Female,West,Gold,5,37625,11,Accident,19936,4,0
CUST01496,40,Female,North,Basic,13,47759,14,Fire,79794,1,0
CUST01497,54,Male,South,Basic,8,21287,11,Fire,62752,0,1
CUST01498,28,Male,West,Basic,1,43941,3,Natural Disaster,66309,4,0
CUST01499,23,Male,West,Premium,14,47459,2,Theft,22762,2,1
CUST01500,35,Female,East,Premium,9,18663,4,Theft,4228,0,1
CUST01501,38,Female,North,Basic,3,14176,11,Natural Disaster,60405,0,0
CUST01502,59,Male,West,Premium,5,20072,12,Accident,69946,3,1
CUST01503,53,Male,East,Basic,9,10516,4,Accident,1408,3,1
CUST01504,58,Female,South,Basic,5,36832,9,Accident,48497,4,1
CUST01505,55,Female,East,Basic,9,24689,9,Natural Disaster,52419,2,1
CUST01506,51,Female,East,Basic,10,23599,0,Fire,59087,3,0
CUST01507,34,Female,West,Basic,8,21509,14,Accident,6773,1,1
CUST01508,54,Male,West,Basic,7,40388,7,Accident,53986,1,1
CUST01509,42,Female,West,Basic,11,14200,7,Natural Disaster,60175,0,0
CUST01510,55,Female,East,Basic,1,30789,7,Theft,75715,0,1
CUST01511,29,Female,South,Premium,4,16896,13,Natural Disaster,6617,0,1
CUST01512,40,Female,North,Basic,9,26931,9,Theft,69237,1,0
CUST01513,59,Male,East,Basic,10,28087,3,Accident,4907,3,0
CUST01514,39,Male,West,Premium,8,28753,12,Accident,14841,3,1
CUST01515,38,Female,North,Premium,4,38464,13,Fire,50827,4,1
CUST01516,44,Female,South,Gold,12,7270,8,Fire,55079,2,0
CUST01517,48,Male,North,Basic,1,31091,9,Theft,79943,1,1
CUST01518,23,Male,West,Basic,10,46994,2,Accident,62467,0,1
CUST01519,44,Female,East,Premium,4,21060,6,Accident,49091,2,1
CUST01520,57,Female,East,Premium,3,47495,5,Natural Disaster,55501,0,0
CUST01521,51,Male,West,Basic,6,46773,8,Accident,62855,2,0
CUST01522,29,Male,East,Gold,11,30587,11,Accident,20859,2,0
CUST01523,62,Male,West,Basic,5,34729,13,Natural Disaster,73352,3,0
CUST01524,24,Male,East,Gold,5,30594,12,Natural Disaster,50693,4,1
CUST01525,27,Male,East,Gold,2,19816,3,Accident,17548,4,1
CUST01526,62,Male,East,Premium,12,44485,3,Fire,34385,0,1
CUST01527,34,Female,South,Gold,3,26304,5,Fire,78641,1,1
CUST01528,43,Male,South,Premium,11,33386,7,Accident,25644,4,1
CUST01529,38,Male,West,Basic,6,6116,2,Fire,6639,1,0
CUST01530,45,Male,South,Basic,2,34299,10,Natural Disaster,78152,0,0
CUST01531,63,Male,West,Basic,4,37587,7,Fire,21580,1,1
CUST01532,19,Female,North,Basic,2,22540,13,Accident,27974,2,0
CUST01533,60,Female,North,Premium,9,38756,7,Fire,46373,2,0
CUST01534,18,Male,South,Basic,3,48426,13,Accident,48612,0,1
CUST01535,68,Female,North,Basic,10,10587,13,Fire,25761,1,1
CUST01536,53,Female,North,Premium,10,23212,6,Accident,11701,1,1
CUST01537,68,Female,East,Gold,6,20803,6,Accident,21822,0,1
CUST01538,43,Female,East,Basic,1,29256,4,Fire,15970,4,1
CUST01539,46,Female,West,Basic,13,15269,1,Fire,36847,3,0
CUST01540,38,Female,North,Basic,11,11088,11,Natural Disaster,24103,4,1
CUST01541,28,Male,West,Premium,14,40113,13,Theft,58479,3,0
CUST01542,57,Male,West,Basic,10,47044,14,Accident,61787,1,1
CUST01543,28,Male,North,Premium,3,32081,1,Accident,17944,3,1
CUST01544,53,Male,South,Basic,8,15543,12,Accident,15974,3,0
CUST01545,66,Male,North,Basic,5,8005,11,Accident,47984,1,1
CUST01546,56,Female,East,Gold,8,42203,9,Fire,47893,2,0
CUST01547,57,Male,North,Basic,2,21220,11,Fire,27314,3,1
CUST01548,52,Male,South,Basic,7,48455,7,Theft,30852,0,0
CUST01549,51,Female,West,Basic,9,37696,10,Accident,5953,4,1
CUST01550,64,Female,West,Basic,7,19147,5,Theft,77773,1,1
CUST01551,41,Male,East,Premium,3,44396,7,Natural Disaster,29448,1,0
CUST01552,39,Female,East,Basic,7,5076,2,Theft,32771,3,0
CUST01553,22,Female,East,Basic,8,43520,0,Theft,52550,2,1
CUST01554,50,Female,West,Basic,14,23946,12,Natural Disaster,56378,2,0
CUST01555,53,Female,East,Premium,1,22956,5,Natural Disaster,55895,4,0
CUST01556,64,Male,North,Premium,13,28471,1,Theft,59737,4,1
CUST01557,37,Female,West,Premium,13,43738,11,Natural Disaster,69124,2,1
CUST01558,36,Male,South,Premium,3,45720,14,Theft,61810,2,1
CUST01559,52,Male,West,Basic,5,34137,8,Fire,72892,2,1
CUST01560,69,Female,North,Basic,12,29440,4,Fire,21069,3,1
CUST01561,60,Female,North,Basic,6,16862,4,Theft,15695,0,0
CUST01562,34,Female,East,Basic,3,40879,12,Natural Disaster,54461,4,0
CUST01563,62,Male,West,Basic,4,7737,9,Natural Disaster,21783,1,1
CUST01564,60,Female,West,Premium,5,47312,7,Fire,2403,2,1
CUST01565,51,Female,West,Premium,3,26788,5,Fire,29327,2,0
CUST01566,26,Female,South,Gold,4,30522,2,Natural Disaster,68821,0,1
CUST01567,43,Female,East,Basic,5,9649,8,Natural Disaster,9862,2,1
CUST01568,19,Female,North,Premium,2,8868,9,Natural Disaster,68264,4,0
CUST01569,26,Male,North,Gold,10,12824,3,Natural Disaster,12430,2,0
CUST01570,26,Female,East,Premium,9,12799,9,Theft,35017,0,0
CUST01571,57,Female,North,Basic,10,24870,3,Natural Disaster,34646,3,0
CUST01572,34,Female,North,Basic,8,22386,11,Fire,29922,4,0
CUST01573,18,Male,East,Basic,12,13614,12,Fire,12543,3,1
CUST01574,42,Female,North,Basic,6,30147,1,Accident,50649,1,1
CUST01575,60,Male,West,Premium,10,16101,2,Natural Disaster,26553,0,0
CUST01576,57,Male,South,Basic,11,45674,3,Theft,49860,1,1
CUST01577,59,Female,East,Basic,3,43127,6,Accident,61388,1,1
CUST01578,42,Female,South,Premium,11,25914,12,Accident,61092,1,1
CUST01579,56,Female,North,Premium,2,14615,2,Theft,74114,1,1
CUST01580,52,Male,North,Basic,7,28053,7,Accident,22263,0,1
CUST01581,20,Male,West,Premium,8,39521,7,Accident,77204,3,1
CUST01582,67,Male,East,Basic,10,18481,9,Fire,13232,2,1
CUST01583,54,Male,North,Basic,1,48882,10,Accident,10092,1,0
CUST01584,61,Male,East,Basic,14,15495,1,Theft,35234,2,0
CUST01585,61,Male,East,Premium,6,31282,3,Natural Disaster,41482,2,0
CUST01586,68,Female,East,Gold,7,5146,7,Natural Disaster,19117,1,1
CUST01587,47,Female,East,Basic,13,45275,0,Natural Disaster,34258,4,1
CUST01588,55,Male,East,Premium,9,20977,0,Fire,60097,2,1
CUST01589,51,Female,South,Basic,12,46565,13,Fire,19302,4,0
CUST01590,29,Female,West,Premium,3,46534,13,Fire,76762,3,0
CUST01591,36,Male,East,Basic,2,38945,3,Theft,41934,2,1
CUST01592,54,Male,South,Basic,5,49286,10,Natural Disaster,77439,0,0
CUST01593,61,Female,North,Gold,13,41190,1,Theft,43446,3,1
CUST01594,66,Male,East,Premium,10,7594,0,Theft,72635,3,1
CUST01595,34,Male,North,Basic,1,16074,7,Accident,27076,4,0
CUST01596,27,Female,East,Basic,13,32431,1,Natural Disaster,50349,1,0
CUST01597,66,Male,South,Basic,6,22148,3,Accident,47578,0,1
CUST01598,64,Female,South,Basic,9,27661,2,Fire,10726,0,1
CUST01599,29,Female,South,Gold,10,32571,14,Fire,51865,4,0
CUST01600,33,Female,West,Gold,9,49160,1,Theft,76076,4,1
CUST01601,41,Female,North,Basic,7,5435,7,Theft,9102,3,1
CUST01602,36,Female,West,Basic,14,41119,2,Accident,13754,4,0
CUST01603,25,Male,East,Gold,11,48937,14,Accident,37612,1,1
CUST01604,48,Male,North,Basic,7,21518,8,Theft,34363,3,1
CUST01605,38,Male,South,Premium,8,33490,9,Natural Disaster,74866,3,1
CUST01606,34,Male,North,Basic,10,26002,4,Theft,66777,3,0
CUST01607,40,Female,South,Premium,14,46763,8,Natural Disaster,19747,0,1
CUST01608,54,Female,West,Premium,2,7366,2,Accident,48770,0,0
CUST01609,33,Male,West,Gold,14,17367,11,Fire,50884,3,0
CUST01610,23,Female,South,Premium,6,16454,4,Fire,66670,1,0
CUST01611,25,Male,South,Basic,5,14668,13,Accident,36394,2,1
CUST01612,42,Male,East,Premium,5,8415,9,Accident,61484,3,0
CUST01613,35,Male,West,Gold,13,36773,5,Fire,44084,4,0
CUST01614,42,Female,West,Basic,3,15232,8,Natural Disaster,32093,2,1
CUST01615,29,Female,East,Basic,3,34039,7,Accident,8179,0,1
CUST01616,32,Female,West,Basic,6,30568,1,Natural Disaster,35278,0,0
CUST01617,43,Female,South,Basic,12,42459,1,Natural Disaster,46813,2,1
CUST01618,58,Male,North,Basic,10,12669,12,Fire,73443,4,1
CUST01619,62,Female,North,Premium,13,29213,4,Natural Disaster,64828,0,0
CUST01620,43,Female,West,Basic,10,23280,4,Fire,70942,0,0
CUST01621,64,Female,East,Gold,7,24449,4,Accident,20748,3,1
CUST01622,49,Male,South,Basic,14,40516,3,Theft,76127,1,1
CUST01623,27,Male,North,Basic,1,28076,7,Theft,10742,4,0
CUST01624,33,Female,South,Basic,14,7661,10,Theft,4411,3,0
CUST01625,24,Female,West,Basic,3,28333,4,Theft,39464,1,0
CUST01626,34,Female,West,Basic,12,27759,0,Theft,30698,0,0
CUST01627,40,Female,North,Basic,1,49367,9,Theft,77011,1,0
CUST01628,43,Male,West,Basic,10,43875,13,Natural Disaster,32108,0,0
CUST01629,38,Female,East,Premium,3,17698,4,Natural Disaster,72296,3,1
CUST01630,39,Female,West,Premium,5,35964,0,Theft,48133,0,1
CUST01631,24,Female,West,Basic,9,36408,3,Accident,47662,1,0
CUST01632,31,Male,West,Premium,3,27885,0,Accident,63421,3,1
CUST01633,32,Male,South,Premium,10,18309,5,Natural Disaster,26180,1,1
CUST01634,24,Female,South,Basic,14,40429,5,Natural Disaster,40194,1,1
CUST01635,26,Female,North,Gold,10,20133,0,Theft,13525,2,0
CUST01636,68,Female,North,Gold,9,13210,11,Accident,41674,0,0
CUST01637,65,Female,North,Basic,1,41126,7,Fire,9922,0,1
CUST01638,25,Female,West,Basic,6,38043,13,Theft,63782,1,0
CUST01639,67,Male,South,Basic,9,9078,3,Natural Disaster,35846,0,1
CUST01640,40,Male,East,Basic,12,16137,1,Natural Disaster,68173,4,0
CUST01641,46,Male,West,Premium,5,34350,12,Natural Disaster,14916,0,1
CUST01642,35,Female,West,Basic,11,9698,13,Fire,31926,3,0
CUST01643,48,Male,West,Premium,14,38132,0,Accident,43941,0,1
CUST01644,47,Male,East,Premium,10,15165,10,Natural Disaster,61294,4,1
CUST01645,69,Male,North,Premium,2,5794,2,Theft,20684,1,1
CUST01646,56,Female,East,Premium,5,18646,6,Fire,17966,0,1
CUST01647,52,Female,North,Basic,1,28179,9,Accident,58479,3,0
CUST01648,35,Male,East,Basic,9,10870,10,Theft,76704,4,0
CUST01649,59,Female,South,Premium,10,38357,9,Theft,59321,2,1
CUST01650,56,Male,West,Basic,13,35736,7,Fire,75011,1,0
CUST01651,34,Male,West,Basic,10,42081,4,Fire,36166,1,1
CUST01652,31,Male,West,Gold,9,21211,6,Fire,54264,1,1
CUST01653,48,Male,North,Premium,6,26129,1,Natural Disaster,4466,4,0
CUST01654,41,Female,East,Basic,11,12377,11,Accident,22902,0,1
